level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1671	1920	-1	
2	1	1	0	0	0	300	92	4	2	-1	
3	1	1	1	0	0	300	92	4	2	-1	
4	1	1	1	1	0	300	92	4	2	-1	
5	1	1	1	1	1	300	92	4	2	13.142967	©
2	1	2	0	0	0	301	87	3	3	-1	
3	1	2	1	0	0	301	87	3	3	-1	
4	1	2	1	1	0	301	87	3	3	-1	
5	1	2	1	1	1	301	87	3	3	0.000000	.
2	1	3	0	0	0	447	58	442	17	-1	
3	1	3	1	0	0	447	58	442	17	-1	
4	1	3	1	1	0	447	58	442	17	-1	
5	1	3	1	1	1	443	54	49	31	76.942261	缺失
5	1	3	1	1	2	491	54	20	31	92.537766	值
5	1	3	1	1	3	510	54	19	31	93.252029	处
5	1	3	1	1	4	528	59	10	15	92.601562	理
5	1	3	1	1	5	545	63	3	10	86.793686	:
5	1	3	1	1	6	563	58	29	17	94.863815	均值
5	1	3	1	1	7	601	58	33	17	87.644104	填充
5	1	3	1	1	8	636	54	15	31	93.177917	、
5	1	3	1	1	9	650	58	24	17	91.656883	插
5	1	3	1	1	10	673	54	20	31	72.032455	值
5	1	3	1	1	11	692	58	33	17	82.845833	填充
5	1	3	1	1	12	731	54	47	31	92.945892	、KNN
5	1	3	1	1	13	784	58	26	17	77.971153	填
5	1	3	1	1	14	817	72	4	3	88.019150	充
5	1	3	1	1	15	834	59	9	16	93.205170	、
5	1	3	1	1	16	847	58	17	17	92.967110	删
5	1	3	1	1	17	863	54	26	31	96.345596	除法
2	1	4	0	0	0	263	86	37	18	-1	
3	1	4	1	0	0	263	86	37	18	-1	
4	1	4	1	1	0	263	86	37	18	-1	
5	1	4	1	1	1	263	86	37	18	75.893364	数据
2	1	5	0	0	0	447	86	465	18	-1	
3	1	5	1	0	0	447	86	465	18	-1	
4	1	5	1	1	0	447	86	465	18	-1	
5	1	5	1	1	1	447	86	90	18	93.289375	异常
5	1	5	1	1	2	493	81	18	32	92.686165	值
5	1	5	1	1	3	511	81	18	32	92.940300	处
5	1	5	1	1	4	529	81	12	32	91.846794	理
5	1	5	1	1	5	547	91	1	10	91.846794	:
5	1	5	1	1	6	563	87	18	15	96.894188	3
5	1	5	1	1	7	582	87	37	17	78.213730	准则
5	1	5	1	1	8	619	81	18	32	92.934128	、
5	1	5	1	1	9	637	87	14	17	84.030769	箱
5	1	5	1	1	10	659	87	22	17	93.025719	线
5	1	5	1	1	11	688	100	5	3	93.028946	图
5	1	5	1	1	12	706	87	73	15	81.657616	、Isolation
5	1	5	1	1	13	787	86	125	18	93.123260	Forest
5	1	5	1	1	14	845	81	20	32	62.603539	孤
5	1	5	1	1	15	865	81	20	32	90.003769	立
5	1	5	1	1	16	885	81	30	32	95.998840	森林
2	1	6	0	0	0	306	61	135	67	-1	
3	1	6	1	0	0	306	61	135	67	-1	
4	1	6	1	1	0	306	61	135	67	-1	
5	1	6	1	1	1	306	65	84	59	16.951340	so
5	1	6	1	1	2	389	61	52	67	65.350006	一
2	1	7	0	0	0	447	114	273	19	-1	
3	1	7	1	0	0	447	114	273	19	-1	
4	1	7	1	1	0	447	114	273	19	-1	
5	1	7	1	1	1	447	114	91	18	93.139626	重复
5	1	7	1	1	2	491	110	20	31	92.540947	值
5	1	7	1	1	3	510	110	19	31	93.241318	处
5	1	7	1	1	4	528	110	12	31	89.277390	理
5	1	7	1	1	5	545	120	3	10	89.277390	:
5	1	7	1	1	6	556	114	42	18	93.189323	去
5	1	7	1	1	7	584	110	16	31	92.806587	重
5	1	7	1	1	8	599	110	17	31	91.758553	、
5	1	7	1	1	9	615	114	20	18	92.669701	重
5	1	7	1	1	10	634	110	25	31	92.933372	复
5	1	7	1	1	11	658	110	33	31	56.075233	样本
5	1	7	1	1	12	691	115	29	17	95.886185	合并
2	1	8	0	0	0	447	177	242	18	-1	
3	1	8	1	0	0	447	177	242	18	-1	
4	1	8	1	1	0	447	177	242	18	-1	
5	1	8	1	1	1	447	177	96	18	96.909210	标准
5	1	8	1	1	2	491	173	20	31	96.905930	化
5	1	8	1	1	3	510	173	21	31	93.209274	处
5	1	8	1	1	4	530	173	16	31	93.149788	理
5	1	8	1	1	5	545	173	15	31	92.572403	、
5	1	8	1	1	6	559	177	14	17	88.418076	归
5	1	8	1	1	7	580	178	19	16	96.776512	一
5	1	8	1	1	8	603	178	17	16	96.868240	化
5	1	8	1	1	9	619	177	70	17	86.674507	Min-Max
2	1	9	0	0	0	7	205	145	19	-1	
3	1	9	1	0	0	7	205	145	19	-1	
4	1	9	1	1	0	7	205	145	19	-1	
5	1	9	1	1	1	7	205	145	19	96.237900	数据
5	1	9	1	1	2	51	201	18	32	96.920433	前
5	1	9	1	1	3	69	201	18	32	92.974213	处
5	1	9	1	1	4	87	201	20	32	92.992210	理
5	1	9	1	1	5	107	201	20	32	96.946503	与
5	1	9	1	1	6	127	201	28	32	95.995262	探索
2	1	10	0	0	0	447	205	290	18	-1	
3	1	10	1	0	0	447	205	290	18	-1	
4	1	10	1	1	0	447	205	290	18	-1	
5	1	10	1	1	1	447	206	18	17	96.619568	分
5	1	10	1	1	2	471	206	12	17	96.943512	类
5	1	10	1	1	3	484	206	72	17	94.091393	变量
5	1	10	1	1	4	527	201	20	32	93.168419	处
5	1	10	1	1	5	547	201	12	32	92.655716	理
5	1	10	1	1	6	565	211	1	10	92.001793	:
5	1	10	1	1	7	583	206	9	17	92.374374	独
5	1	10	1	1	8	601	205	20	18	92.746994	热
5	1	10	1	1	9	629	207	24	16	93.283752	编码
5	1	10	1	1	10	665	206	4	17	93.242546	、
5	1	10	1	1	11	671	207	12	16	93.090508	标
5	1	10	1	1	12	691	205	20	18	90.891579	签
5	1	10	1	1	13	711	201	26	32	95.269325	编码
2	1	11	0	0	0	447	234	317	18	-1	
3	1	11	1	0	0	447	234	317	18	-1	
4	1	11	1	1	0	447	234	317	18	-1	
5	1	11	1	1	1	447	234	36	18	96.149307	连续
5	1	11	1	1	2	491	234	38	18	93.224121	变量
5	1	11	1	1	3	529	229	33	32	77.964767	离散
5	1	11	1	1	4	565	235	9	16	92.281380	化
5	1	11	1	1	5	582	239	3	11	87.343842	:
5	1	11	1	1	6	593	235	41	17	93.299850	分
5	1	11	1	1	7	621	229	14	32	91.398148	箱
5	1	11	1	1	8	635	229	18	32	92.139793	、
5	1	11	1	1	9	653	234	12	18	93.022049	等
5	1	11	1	1	10	673	229	12	32	89.296806	宽
5	1	11	1	1	11	666	234	98	18	93.129761	/等
5	1	11	1	1	12	717	229	20	32	92.748520	频
5	1	11	1	1	13	737	229	30	32	48.832176	离散
2	1	12	0	0	0	447	268	454	19	-1	
3	1	12	1	0	0	447	268	454	19	-1	
4	1	12	1	1	0	447	268	454	19	-1	
5	1	12	1	1	1	447	268	90	18	96.899681	相关
